-15.0000	111.8534
-14.9000	110.5071
-14.8000	109.1535
-14.7000	107.7921
-14.6000	106.4227
-14.5000	105.0450
-14.4000	103.6587
-14.3000	102.2634
-14.2000	100.8587
-14.1000	99.4442
-14.0000	98.0196
-13.9000	96.5843
-13.8000	95.1379
-13.7000	93.6799
-13.6000	92.2097
-13.5000	90.7268
-13.4000	89.2304
-13.3000	87.7199
-13.2000	86.1946
-13.1000	84.6537
-13.0000	83.0962
-12.9000	81.5213
-12.8000	79.9279
-12.7000	78.3149
-12.6000	76.6811
-12.5000	75.0250
-12.4000	73.3452
-12.3000	71.6400
-12.2000	69.9076
-12.1000	68.1459
-12.0000	66.3525
-11.9000	64.5248
-11.8000	62.6598
-11.7000	60.7541
-11.6000	58.8038
-11.5000	56.8041
-11.4000	54.7497
-11.3000	52.6343
-11.2000	50.4501
-11.1000	48.1878
-11.0000	45.8358
-10.9000	43.3795
-10.8000	40.8002
-10.7000	38.0727
-10.6000	35.1628
-10.5000	32.0206
-10.4000	28.5697
-10.3000	24.6809
-10.2000	20.1018
-10.1000	14.1784
-10.0000	0.0000
-9.9000	14.1077
-9.8000	19.9017
-9.7000	24.3135
-9.6000	28.0040
-9.5000	31.2300
-9.4000	34.1234
-9.3000	36.7630
-9.2000	39.1998
-9.1000	41.4698
-9.0000	43.5990
-8.9000	45.6071
-8.8000	47.5094
-8.7000	49.3182
-8.6000	51.0434
-8.5000	52.6933
-8.4000	54.2746
-8.3000	55.7933
-8.2000	57.2544
-8.1000	58.6620
-8.0000	60.0200
-7.9000	61.3317
-7.8000	62.6000
-7.7000	63.8274
-7.6000	65.0163
-7.5000	66.1688
-7.4000	67.2867
-7.3000	68.3717
-7.2000	69.4254
-7.1000	70.4492
-7.0000	71.4443
-6.9000	72.4119
-6.8000	73.3532
-6.7000	74.2691
-6.6000	75.1606
-6.5000	76.0284
-6.4000	76.8735
-6.3000	77.6965
-6.2000	78.4982
-6.1000	79.2791
-6.0000	80.0400
-5.9000	80.7813
-5.8000	81.5036
-5.7000	82.2075
-5.6000	82.8933
-5.5000	83.5615
-5.4000	84.2125
-5.3000	84.8468
-5.2000	85.4646
-5.1000	86.0664
-5.0000	86.6525
-4.9000	87.2232
-4.8000	87.7788
-4.7000	88.3196
-4.6000	88.8459
-4.5000	89.3579
-4.4000	89.8558
-4.3000	90.3399
-4.2000	90.8104
-4.1000	91.2676
-4.0000	91.7115
-3.9000	92.1425
-3.8000	92.5606
-3.7000	92.9662
-3.6000	93.3592
-3.5000	93.7400
-3.4000	94.1085
-3.3000	94.4651
-3.2000	94.8098
-3.1000	95.1427
-3.0000	95.4639
-2.9000	95.7737
-2.8000	96.0720
-2.7000	96.3590
-2.6000	96.6349
-2.5000	96.8996
-2.4000	97.1533
-2.3000	97.3961
-2.2000	97.6280
-2.1000	97.8491
-2.0000	98.0596
-1.9000	98.2594
-1.8000	98.4487
-1.7000	98.6274
-1.6000	98.7957
-1.5000	98.9536
-1.4000	99.1012
-1.3000	99.2384
-1.2000	99.3654
-1.1000	99.4822
-1.0000	99.5887
-0.9000	99.6852
-0.8000	99.7715
-0.7000	99.8477
-0.6000	99.9138
-0.5000	99.9699
-0.4000	100.0160
-0.3000	100.0520
-0.2000	100.0780
-0.1000	100.0940
0.0000	100.1000
0.1000	100.0960
0.2000	100.0820
0.3000	100.0580
0.4000	100.0240
0.5000	99.9799
0.6000	99.9258
0.7000	99.8617
0.8000	99.7875
0.9000	99.7032
1.0000	99.6087
1.1000	99.5042
1.2000	99.3894
1.3000	99.2644
1.4000	99.1292
1.5000	98.9836
1.6000	98.8277
1.7000	98.6614
1.8000	98.4847
1.9000	98.2974
2.0000	98.0996
2.1000	97.8911
2.2000	97.6720
2.3000	97.4421
2.4000	97.2013
2.5000	96.9496
2.6000	96.6869
2.7000	96.4130
2.8000	96.1280
2.9000	95.8317
3.0000	95.5239
3.1000	95.2047
3.2000	94.8738
3.3000	94.5311
3.4000	94.1765
3.5000	93.8100
3.6000	93.4312
3.7000	93.0402
3.8000	92.6366
3.9000	92.2205
4.0000	91.7915
4.1000	91.3496
4.2000	90.8944
4.3000	90.4259
4.4000	89.9438
4.5000	89.4479
4.6000	88.9379
4.7000	88.4136
4.8000	87.8748
4.9000	87.3212
5.0000	86.7525
